;__label__FIN#positive;"Thị trường tăng ""nóng"", hàng loạt doanh nghiệp đăng ký bán cổ phiếu quỹ, Vinhomes và Sacombank cũng nhập cuộc"
811;__label__FIN#neutral;Gilimex (GIL): Cổ phiếu phản ứng cực mạnh trước thông tin phát hành giá rẻ chỉ 35.000 đồng/cp, ban lãnh đạo nói gì?
812;__label__FIN#positive;Cổ phiếu ngân hàng, chứng khoán “dậy sóng”, VN-Index vượt xa mốc 1.300 điểm, thiết lập đỉnh cao mới
813;__label__FIN#positive;Gelex chào bán 293 triệu cổ phiếu cho cổ đông hiện hữu, dự kiến huy động 3.500 tỷ đồng
814;__label__FIN#negative;ĐHĐCĐ Lộc Trời (LTG): Kế hoạch doanh thu tăng đột biến lên hơn 14.100 tỷ nhưng lợi nhuận chỉ tăng nhẹ lên 400 tỷ đồng
815;__label__FIN#neutral;DIG, CKG, VIB, C47, PVL, ADS, DHC, HVH, ICN, KSH, KSK,SSG, LMC, MQN: Thông tin giao dịch lượng lớn cổ phiếu
816;__label__FIN#positive;"Thaiholdings lộ rõ kế hoạch 2021, lợi nhuận tăng ""nóng"""
817;__label__FIN#neutral;Công ty chứng khoán nói gì sau khi VN-Index áp sát mốc 1.300 điểm?
818;__label__FIN#neutral;Lịch sự kiện và tin vắn chứng khoán ngày 25/5
819;__label__FIN#positive;Chuyên gia quốc tế: Thị trường Việt Nam và Trung Quốc là lựa chọn hàng đầu của chúng tôi khi đầu tư cổ phiếu
820;__label__FIN#positive;Thủy điện Thác Mơ (TMP) trả tiếp cổ tức đợt 2 bằng tiền kỷ lục 45%
821;__label__FIN#positive;Thuduc House (TDH): Cổ phiếu bị đưa vào diện cảnh báo từ ngày 28/5/2021
822;__label__FIN#positive;Chủ quản bút bi Thiên Long đặt kế hoạch lãi 280 tỷ trong năm 2021, tăng cường kênh bán hàng trên các trang TMĐT
823;__label__FIN#positive;Điện mặt trời áp mái và tầm nhìn phát triển bền vững của Tập đoàn Sơn Hà
824;__label__FIN#positive;Vừa trả cổ tức bằng tiền tỷ lệ 20%, Tổng công ty Bảo Minh lại triển khai phương án phát hành cổ phiếu thưởng tỷ lệ 20%
825;__label__FIN#negative;Phiên 24/5: Khối ngoại tiếp tục bán ròng 670 tỷ đồng, tập trung bán HPG, FUEVFVND và CTG
826;__label__FIN#positive;Tập đoàn Hoa Sen (HSG) chốt danh sách cổ đông phát hành hơn 44 triệu cổ phiếu trả cổ tức
827;__label__FIN#positive;Cao su Phước Hòa (PHR) dự kiến chia cổ tức bằng tiền kỷ lục 45%
828;__label__FIN#neutral;Quỹ ngoại mua bán cổ phiếu nào trong tháng 5?
829;__label__FIN#positive;Nếu áp dụng IFRS, lợi nhuận của Vincom Retail có thể tăng thêm nghìn tỷ đồng mỗi năm
830;__label__FIN#positive;VnIndex lên sát ngưỡng 1.300 điểm, HNX-Index lập đỉnh cao lịch sử mới
831;__label__FIN#positive;Một cổ phiếu ngành ngân hàng tăng 30% trong vòng 3 phiên giao dịch
832;__label__FIN#positive;Tổng công ty Bảo Minh (BMI) chốt danh sách cổ đông trả cổ tức bằng tiền tỷ lệ 20%
833;__label__FIN#positive;VDSC: Dòng tiền bán hàng năm 2021 của Novaland ước đạt 24.000 tỷ đồng, dự chi 13.000 tỷ mua dự án ngoài khu vực Tp.HCM
834;__label__FIN#neutral;Lịch chốt quyền nhận cổ tức bằng tiền của 7 doanh nghiệp
835;__label__FIN#positive;"Chứng khoán Bản Việt (VCI): Tiếp tục phát hành 500 tỷ trái phiếu, tính từ đầu năm đã ""hút"" 1.250 tỷ đồng"
836;__label__FIN#positive;Giá thép tăng ảnh hưởng tới sự tăng trưởng của cả nền kinh tế
837;__label__FIN#neutral;Lịch sự kiện và tin vắn chứng khoán ngày 24/5
838;__label__FIN#neutral;CEO HAGL Võ Trường Sơn bị xử phạt vì không đăng ký bán cổ phiếu HNG đợt cuối năm 2020
839;__label__FIN#positive;Chứng khoán SSI: Sắp chào bán 1,5 triệu cổ phiếu quỹ cho nhân viên, giá 10.000 đồng/cp
840;__label__FIN#neutral;Thị trường duy trì xu hướng tích cực, dòng tiền hướng tới cổ phiếu midcaps?
841;__label__FIN#positive;Bứt phá ngoạn mục, VN-Index nằm trong top những chỉ số chứng khoán tăng mạnh nhất Thế giới từ đầu năm
842;__label__FIN#neutral;Xu thế dòng tiền: Đã đến thời của các cổ phiếu nhỏ?
843;__label__FIN#neutral;Có 200 triệu đầu tư chứng khoán thế nào để hơn gửi ngân hàng?
844;__label__FIN#positive;Mất 3 năm VN-Index mới trở lại đỉnh cũ nhưng nhiều cổ phiếu từng phải đu “đỉnh” vẫn cho mức sinh lợi hàng trăm %
845;__label__FIN#negative;Yeah1 (YEG): Từng chi đến 50.000 đồng/cp để trở thành cổ đông lớn, ái nữ nhà Tân Hiệp Phát muốn bán phần lớn cổ phần ở vùng giá hơn 20.000 đồng
846;__label__FIN#positive;Masan Consumer (MCH) chốt danh sách cổ đông trả cổ tức bằng tiền tỷ lệ 45%
847;__label__FIN#positive;"ĐHĐCĐ SSI: ""Khen ngợi CTCK thị phần số 1, nhưng không thỏa mãn với vị trí số 2"""
848;__label__FIN#negative;Khối ngoại bán ròng 1 tỷ USD trên TTCK Việt Nam từ đầu năm 2021, bằng tổng lượng bán ròng năm 2020 và 2016 cộng lại
849;__label__FIN#positive;Tính đầu cơ trên thị trường Chứng quyền có bảo đảm
850;__label__FIN#neutral;Hàng tỷ USD đã đổ về Masan từ thị trường vốn quốc tế, công lớn thuộc về hai nhân tố 8x
851;__label__FIN#negative;Cổ phiếu nhóm Viettel giảm mạnh dù thị trường lên đỉnh
852;__label__FIN#negative;Cổ phiếu lên đỉnh, con gái chủ tịch Haxaco (HAX) đăng ký bán toàn bộ cổ phiếu
853;__label__FIN#positive;FPT: Cổ phiếu bứt phá 59%, lãi ròng 4 tháng đầu năm tăng 20% lên mức 1.245 tỷ đồng
854;__label__FIN#negative;NLG, HDG, VIB, AAA, HPG, HDC, D2D, TCO, FMC, TSC, TEG, DRC: Thông tin giao dịch lượng lớn cổ phiếu
855;__label__FIN#positive;"""Trùm"" logistics Sotrans lên kế hoạch tăng gấp đôi lợi nhuận lên 214 tỷ đồng"
856;__label__FIN#neutral;8 sai lầm kể cả nhà đầu tư chứng khoán lâu năm cũng mắc phải
857;__label__FIN#positive;SP mua lại 49% cổ phần Skylar từ BCG Energy, xác định Việt Nam thị trường trọng điểm để đầu tư dự án năng lượng tái tạo
858;__label__FIN#neutral;Chủ tịch khẳng định “Ai bỏ KBC sau này ôm hận”, vì đâu Dragon Capital vẫn mạnh tay chốt lãi?
859;__label__FIN#neutral;Tiếp tục kéo dài thời hạn giảm giá dịch vụ chứng khoán đến hết năm 2021
860;__label__FIN#neutral;Điểm danh top 5 phần mềm phân tích chứng khoán
861;__label__FIN#positive;DIC Corp (DIG) dự kiến phát hành gần 60 triệu cổ phiếu trả cổ tức năm 2020
862;__label__FIN#neutral;Đầu tư chứng khoán 1 tỷ đồng, nhà đầu tư có thể lãi cả trăm tỷ đồng nếu liên tục duy trì tỷ suất lợi nhuận 20-30%/năm
863;__label__FIN#negative;Phiên 21/5: Khối ngoại tiếp tục bán ròng hơn 175 tỷ đồng, tập trung bán HPG
864;__label__FIN#neutral;Nghe theo khuyến nghị mua cổ phiếu “tốt” vì sao vẫn thua lỗ nặng giữa uptrend?
865;__label__FIN#positive;Vinamilk chuẩn bị chi 2.300 tỷ đồng trả cổ tức cho cổ đông
866;__label__FIN#positive;Thanh khoản thị trường tăng mạnh, HoSE báo lãi kỷ lục 553 tỷ đồng trong năm 2020
867;__label__FIN#neutral;"Soi lợi nhuận quý 1 của các cổ phiếu ""hàng hiệu"""
868;__label__FIN#positive;Gilimex (GIL) bất ngờ trình phương án chào bán riêng lẻ 16,8 triệu cổ phiếu với giá 35.000 đồng/cp, bằng nửa giá thị trường
869;__label__FIN#positive;BID trần, PLX tăng mạnh cuối phiên, VnIndex lên ngưỡng 1.284 điểm
870;__label__FIN#neutral;Điểm danh những doanh nghiệp chốt quyền nhận cổ tức bằng tiền, bằng cổ phiếu và cổ phiếu thưởng tuần từ 24/5-28/5
871;__label__FIN#neutral;Lịch chốt quyền nhận cổ tức bằng tiền của 8 doanh nghiệp
872;__label__FIN#neutral;VC1, TID, DDV, TIX, CVT, AGG, GMD, DBT, ILA: Thông tin giao dịch lượng lớn cổ phiếu
873;__label__FIN#neutral;Lịch sự kiện và tin vắn chứng khoán ngày 21/5
874;__label__FIN#positive;Dược phẩm Imexpharm (IMP): Lợi nhuận quý 1/2021 đạt 42 tỷ đồng, chuẩn bị chia cổ tức bằng tiền tỷ lệ 15%
875;__label__FIN#positive;Chứng khoán Bản Việt (VCI) chuẩn bị phát hành cổ phiếu thưởng tỷ lệ 1:1
876;__label__FIN#positive;"Becamex IDC (BCM): Liên tiếp huy động 3.500 tỷ đồng trái phiếu, một phần sẽ dùng ""đảo"" nợ gốc lãi tại ngân hàng"
877;__label__FIN#positive;Mặc cho chỉ số Vndiamond tăng gần 3%, chứng chỉ Diamond ETF chỉ tăng vỏn vẹn 0,6% trong phiên 20/5
878;__label__FIN#neutral;VCBS Mobile: Trải nghiệm mới, thông minh và tiện lợi hơn trong giao dịch chứng khoán
879;__label__FIN#neutral;VN30-Index vượt 1.400 điểm và bỏ xa VN-Index, tuy nhiên rủi ro dần tăng lên?
880;__label__FIN#positive;Giấy Việt Trì (GVT) chốt danh sách cổ đông trả cổ tức bằng tiền tỷ lệ 35%
881;__label__FIN#positive;Vĩnh Hoàn (VHC): Doanh thu tháng 4/2021 đạt 800 tỷ đồng, các thị trường xuất khẩu đồng loạt tăng tốt
882;__label__FIN#positive;Công ty Cổ phần Bệnh viện Quốc tế Thái Nguyên và câu chuyện tìm vốn trên thị trường để phát triển chuỗi bệnh viện phục vụ được số đông người dân
883;__label__FIN#neutral;VNM ETF sẽ thêm mới PDR, VCI, APH và HSG trong kỳ review quý 2?
884;__label__FIN#negative;Thị trường tăng mạnh, khối ngoại vẫn bán ròng hơn 500 tỷ đồng trong phiên 20/5
885;__label__FIN#positive;Đầu tư Thành Thành Công đăng ký bán toàn bộ 54,5 triệu cổ phiếu Tổng công ty Tín Nghĩa (TID)
886;__label__FIN#positive;SSI trở thành công ty chứng khoán đầu tiên vốn hóa 1 tỷ USD
887;__label__FIN#positive;Cổ phiếu của công ty cung cấp sơn cho Hòa Phát, Hoa Sen tăng gần gấp đôi từ đầu năm
888;__label__FIN#positive;Thị trường thăng hoa, nhiều cổ phiếu “tỷ đô” vẫn ngược dòng giảm trong 5 tháng đầu năm
889;__label__FIN#positive;“Kéo” mạnh Bluechips trong phiên chiều, VN-Index bứt phá gần 16 điểm trong ngày đáo hạn phái sinh tháng 5
890;__label__FIN#neutral;"Cổ phiếu lao dốc không phanh, cổ đông muốn được ""bảo vệ"", Chủ tịch Coteccons nhắn nhủ: Kiên nhẫn sẽ hái quả ngọt!"
891;__label__FIN#positive;PNJ tăng hơn 95% lãi ròng sau 4 tháng lên mức 598 tỷ đồng, bán sỉ vàng miếng tăng trưởng mạnh đến 70%
892;__label__FIN#negative;Tăng trần 11 phiên, Nguyễn Kim đăng ký bán 9 triệu cổ phần Angimex (AGM)
893;__label__FIN#positive;Masan sẽ xem xét niêm yết The CrownX sau khi tích hợp kinh doanh giữa mảng tiêu dùng, chế biến thịt với hệ thống VinCommerce đạt kỳ vọng
894;__label__FIN#neutral;Lịch sự kiện và tin vắn chứng khoán ngày 20/5
895;__label__FIN#positive;"Kinh Bắc City (KBC) tiếp tục ""hút"" 1.000 tỷ trái phiếu trong quý 2/2021"
896;__label__FIN#neutral;Lịch chốt quyền nhận cổ tức bằng tiền của 12 doanh nghiệp
897;__label__FIN#positive;Tổng công ty thăm dò khai thác dầu khí (PVEP) đạt 8.800 tỷ doanh thu sau 4 tháng
898;__label__FIN#neutral;DBC, EVG, DXG, AGM, ST8, HAX, TIX, BKG, VC7, SD2, KSD, AAT, SVD, AMS, ANT, BSG, HCI, HVA: Thông tin giao dịch lượng lớn cổ phiếu
899;__label__FIN#positive;Petrolimex (PLX) dự chi gần 1.500 tỷ đồng trả cổ tức cho cổ đông
900;__label__FIN#positive;Chứng khoán Tân Việt (TVSI) lên phương án phát hành tăng vốn cho cổ đông, nâng vốn điều lệ lên 2.700 tỷ đồng
901;__label__FIN#positive;Trong khi VN-Index vẫn “loay hoay”, VN30 Index đã vượt 1.400 điểm, xác lập đỉnh cao mới
902;__label__FIN#positive;Camimex (CMX) chào bán 30 triệu cổ phiếu cho cổ đông hiện hữu, tăng vốn điều lệ gấp đôi
903;__label__FIN#neutral;"Sự vực dậy sau hàng thập kỷ của những thương hiệu ""vang bóng một thời"""
904;__label__FIN#neutral;Khẩu vị quỹ tỷ đô Dragon Capital đang thay đổi như thế nào?
905;__label__FIN#negative;Thị trường tăng mạnh, khối ngoại vẫn bán ròng hơn 250 tỷ đồng trong phiên 19/5
906;__label__FIN#negative;THACO bị hủy công ty đại chúng theo quy định của Luật Chứng khoán mới
907;__label__FIN#positive;Xây dựng Hoà Bình (HBC): Vừa trúng thầu trị giá 2.100 tỷ đồng dự án của Ecopark và Sun Group
908;__label__FIN#neutral;VCI, PDR và HSG sẽ lọt rổ ETFs trong kỳ review tháng 6?
909;__label__FIN#neutral;M&A đang dần “trỗi dậy”
910;__label__FIN#positive;Chứng khoán thăng hoa, ít nhất 100 người đã sở hữu lượng cổ phiếu trên 1.000 tỷ đồng: Tập trung chủ yếu vào VPB, TCB và Hòa Phát
911;__label__FIN#positive;Nhiệt điện Hải Phòng (HND) chi tiếp 360 tỷ đồng trả cổ tức đợt 3/2020
912;__label__FIN#positive;KIS tăng vốn thông qua chào bán cổ phần cho cổ đông năm 2021
913;__label__FIN#positive;Vinare (VNR) triển khai phương án phát hành 19 triệu cổ phiếu thưởng
914;__label__FIN#positive;VN30-Index vượt ngưỡng 1.400 điểm, hàng loạt cổ phiếu bluechips tăng nóng
915;__label__FIN#positive;DIC Corp (DIG) triển khai phương án chào bán riêng lẻ 75 triệu cổ phiếu
916;__label__FIN#neutral;Với 200 triệu đồng có nên đầu tư chứng khoán?
917;__label__FIN#positive;VDSC: Hàng tồn tích luỹ mạnh, Thép Nam Kim (NKG) có thể đạt đỉnh lợi nhuận trong quý 2/2021
918;__label__FIN#positive;Khang Điền thông qua phương án phát hành 56 triệu cổ phiếu trả cổ tức
919;__label__FIN#neutral;"Tư duy đầu tư của ""Hoa hậu chứng khoán"" Mai Phương Thúy: Nếu mất ngủ vì 10 triệu đồng thì làm sao kiếm được 20 triệu!"
920;__label__FIN#neutral;IDC, IDJ, HCM, PLX, MIG, TLH, BNA, BSC, SVD, BII, TGG, VC7, VCC, AAV, VRG, HHV, SDP, TIX, VPR, XMC: Thông tin giao dịch lượng lớn cổ phiếu
921;__label__FIN#neutral;Lịch chốt quyền nhận cổ tức bằng tiền của 13 doanh nghiệp
922;__label__FIN#positive;Petrolimex (PLX): Đại gia xăng dầu Nhật ENEOS Corporation tiếp tục mua 25 triệu cổ phiếu, sắp trở thành cổ đông lớn
923;__label__FIN#positive;Lịch sự kiện và tin vắn chứng khoán ngày 19/5
924;__label__FIN#negative;"Coteccons (CTD): Liên tục giảm, cổ phiếu đã ""phá đáy"" tháng 10/2020"
925;__label__FIN#neutral;Vinamilk (VNM): Giám đốc điều hành Marketing Phan Minh Tiên từ nhiệm
926;__label__FIN#negative;Hủy đăng ký công ty đại chúng, Ô tô Trường Hải (Thaco) sẽ không còn công khai các số liệu tài chính
927;__label__FIN#negative;Sau Dragon Capital, đến lượt VinaCapital muốn thoái vốn khỏi KDH
928;__label__FIN#negative;Khối ngoại tiếp tục bán ròng gần 630 tỷ đồng trong phiên 18/5
929;__label__FIN#neutral;Những doanh nghiệp lãi bùng nổ ngay trong quý 1
930;__label__FIN#neutral;Bứt phá mạnh trong quý 1, đà tăng trưởng của Traphaco liệu còn tiếp diễn?
931;__label__FIN#negative;Thuduc House (TDH): Khoản phải tạm nộp 396 tỷ đồng truy thu thuế vẫn đang đánh giá và sẽ điều chỉnh khi có quyết định sau cùng
932;__label__FIN#positive;An Phát Holding (APH) vừa mua thêm 32,2 triệu cổ phiếu AAA của Nhựa An Phát Xanh
933;__label__FIN#negative;Áp lực điều chỉnh gia tăng, VN-Index về sát mốc 1.250 điểm
934;__label__FIN#positive;Alibaba và Baring đầu tư 400 triệu USD vào The CrownX của Masan, định giá 7,3 tỷ USD
935;__label__FIN#positive;FPT chốt danh sách cổ đông phát hành 118 triệu cổ phiếu trả cổ tức
936;__label__FIN#neutral;Giải pháp tiết kiệm chi phí tối ưu cho nhà đầu tư giao dịch chứng khoán chủ động
937;__label__FIN#neutral;Lịch sự kiện và tin vắn chứng khoán ngày 18/5
938;__label__FIN#positive;Gelex (GEX) tiếp tục thông qua việc huy động thêm 300 tỷ trái phiếu trong năm 2021
939;__label__FIN#positive;Masan Group (MSN) nâng room ngoại lên 100%
940;__label__FIN#neutral;HPG, VIC, VIB, AAA, CC1, KDH, AAV, BII, SD2: Thông tin giao dịch lượng lớn cổ phiếu
941;__label__FIN#negative;CC1 giảm mạnh, Công ty Tuấn Lộc vẫn quyết đăng ký bán hết gần 21 triệu cổ phiếu
942;__label__FIN#negative;Cao su Đồng Phú (DPR) đưa gần 3 triệu cổ phiếu quỹ ra bán
943;__label__FIN#positive;Thị trường sôi động, công ty chứng khoán đẩy mạnh huy động hàng nghìn tỷ đồng từ trái phiếu để đáp ứng nhu cầu giới đầu tư
944;__label__FIN#positive;Vinaconex quyết định dùng hơn 36 triệu cổ phiếu quỹ chia thưởng cho cổ đông
945;__label__FIN#positive;"Lãnh đạo đẩy mạnh ""gom"", cổ phiếu Cotana (CSC) lên đỉnh lịch sử"
946;__label__FIN#negative;Khối ngoại tiếp tục bán ròng gần 1.100 tỷ đồng trong phiên 17/5
947;__label__FIN#neutral;Loạt cổ phiếu tăng mạnh, có những cổ phiếu tăng gấp 6 lần chỉ trong vòng 1 tháng
948;__label__FIN#positive;Bao bì Nhựa Tân Tiến (TTP) chốt quyền trả cổ tức bằng tiền tỷ lệ 15%
949;__label__FIN#positive;Hoà Phát chốt quyền trả cổ tức 2020: Gia đình ông Trần Đình Long chuẩn bị nhận 577 tỷ đồng tiền mặt và hơn 404,7 triệu cổ phiếu HPG
950;__label__FIN#positive;Một cổ phiếu ngành thép đã tăng trần 17 phiên liên tiếp, gấp 6 lần trong vòng 1 tháng
951;__label__FIN#positive;Phú Tài (PTB) chốt danh sách cổ đông trả cổ tức tỷ lệ 25,5%
952;__label__FIN#neutral;Lịch chốt quyền nhận cổ tức bằng tiền của 15 doanh nghiệp
953;__label__FIN#positive;Cổ phiếu bóng đèn Rạng Đông (RAL) bứt phá lên 245.000 đồng, cao nhất sàn chứng khoán sau thông tin đầu tư vào nhà máy công nghệ cao tại Hòa Lạc
954;__label__FIN#positive;Becamex lên kế hoạch huy động 1.500 tỷ đồng trái phiếu
955;__label__FIN#negative;VnIndex lùi về dưới 1.260 điểm, nhiều cổ phiếu chịu áp lực bán mạnh
956;__label__FIN#positive;Cổ phiếu vaccine duy nhất trên sàn chứng khoán đột ngột tăng gấp 5 lần trong 1 tháng
957;__label__FIN#neutral;10 cổ phiếu tăng/giảm mạnh nhất tuần: Có mã lên gấp đôi
958;__label__FIN#neutral;Lịch sự kiện và tin vắn chứng khoán ngày 17/5
959;__label__FIN#neutral;FTSE Vietnam ETF và VNM ETF sẽ thêm mới HSG và PDR trong kỳ cơ cấu tháng 6?
960;__label__FIN#neutral;Chứng khoán tuần 17-21/5: Câu chuyện lạm phát dần “ấm” lên, triển vọng cổ phiếu thép vẫn tích cực
961;__label__FIN#positive;VCSC: Biên lãi doanh nghiệp thép nửa cuối năm sẽ giảm mạnh từ mức rất cao, riêng Hòa Phát vẫn hưởng lợi từ tăng trưởng ngành xây dựng
962;__label__FIN#neutral;Tiêu điểm xử phạt tuần qua: Rất nhiều cá nhân bị UBCKNN phạt
963;__label__FIN#positive;"ĐHĐCĐ Thế giới Di động (MWG): ""Nếu một ngày nào đó, chính sách ESOP không được thông qua thì hiệu quả kinh doanh của Công ty đó có vấn đề"""
964;__label__FIN#positive;Vinhomes đặt mục lãi sau thuế 35.000 tỷ đồng, chia cổ tức 2020 tỷ lệ 45%
965;__label__FIN#neutral;Điểm danh những doanh nghiệp chốt quyền nhận cổ tức bằng tiền, bằng cổ phiếu và cổ phiếu thưởng tuần từ 17/5-21/5
966;__label__FIN#neutral;Lịch chốt quyền nhận cổ tức bằng tiền của 16 doanh nghiệp
967;__label__FIN#negative;Khối ngoại bán ròng kỷ lục hơn 20.000 tỷ đồng từ đầu năm, vượt xa lượng bán ròng trong cả năm 2020
968;__label__FIN#positive;Viglacera Tiên Sơn (VIT) trả cổ tức bằng tiền tỷ lệ 18%, sẽ chào bán hơn 30 triệu cổ phiếu tăng vốn điều lệ
969;__label__FIN#positive;Chăn nuôi Mitraco (MLS) trả cổ tức đợt 1/2020 bằng tiền tỷ lệ 40%
970;__label__FIN#neutral;KBC, VIB, CII, TCO, AGG, PVL, ABB, CSC, HQC, LPB, DAH, DDG, PVC, PPE, LAF, ABT, PSD, CET, IDV, BCP, SSG, VPR, VNH, MQN, TRA, HTT: Thông tin giao dịch lượng lớn cổ phiếu
971;__label__FIN#negative;Chứng khoán Châu Á giảm mạnh nhất trong hơn 1 năm, có dấu hiệu mất đà
972;__label__FIN#negative;ĐHĐCĐ Bamboo Capital: Ghi nhận nhiều dự án BĐS nhưng các dự án điện gió chưa sẵn sàng phát điện trước 31/10/2021
973;__label__FIN#positive;ĐHĐCĐ Tài chính Hoàng Huy (TCH): Bước vào chu kỳ lợi nhuận nghìn tỷ nhờ đẩy mạnh đầu tư bất động sản
974;__label__FIN#negative;HQC tăng 84% kể từ đầu năm, một lãnh đạo Địa ốc Hoàng Quân vừa bán ra 3,5 triệu cổ phiếu
975;__label__FIN#negative;Thép Nam Kim (NKG): Thị giá lên đỉnh, lên kế hoạch bán 10 triệu cổ phiếu quỹ
976;__label__FIN#positive;Chứng khoán Bản Việt (VCI): Không chỉ phát hành tăng gần gấp 2 lần vốn, tiếp tục lên kế hoạch huy động 750 tỷ trái phiếu
977;__label__FIN#negative;"HAGL Agrico (HNG): Lên kế hoạch lãi trước thuế giảm xuống 16 tỷ đồng trong năm đầu Thaco ""cầm lái"", dự trồng mới hơn 1.000 ha chuối"
978;__label__FIN#neutral;Xuất hiện môi giới số YSuri phục vụ NĐT 24/7
979;__label__FIN#neutral;Đầu tư cổ phiếu dài hạn: Nói dễ, làm khó!
980;__label__FIN#neutral;Liên tục gom mạnh từ đầu năm, Dragon Capital đã nắm giữ lượng cổ phiếu VPB trị giá 8.400 tỷ đồng
981;__label__FIN#neutral;NVL tăng phiên thứ 3 liên tiếp, ông Bùi Thành Nhơn vào TOP 3 người giàu nhất sàn chứng khoán Việt Nam
982;__label__FIN#negative;Phiên 14/5: Khối ngoại tiếp tục bán ròng gần 1.700 tỷ đồng, bán mạnh nhất trong vòng 4 tháng
983;__label__FIN#positive;SHB liên tục phá đỉnh, tài sản của con trai bầu Hiển vượt xa bầu Kiên
984;__label__FIN#negative;Dragon Capital tiếp tục giảm sở hữu CII trong bối cảnh cổ phiếu lao dốc
985;__label__FIN#positive;Licogi 16 (LCG) thông qua phương án phát hành hơn 59 triệu cổ phiếu tăng vốn
986;__label__FIN#positive;HNX-Index bất ngờ bứt phá mạnh mẽ, VnIndex tăng nhẹ cuối phiên
987;__label__FIN#neutral;Nhiều tiền, cổ phiếu dễ bị làm giá?
988;__label__FIN#positive;Công ty chứng khoán sẽ phát hành gần 1,3 tỷ cổ phiếu, margin có thể tăng hàng tỷ USD
989;__label__FIN#neutral;Lịch chốt quyền nhận cổ tức bằng tiền của 8 doanh nghiệp
990;__label__FIN#neutral;NLG, VIB, CII, SHS, VND, SPI, ST8, DID, VNT, BHT: Thông tin giao dịch lượng lớn cổ phiếu
991;__label__FIN#neutral;Lịch sự kiện và tin vắn chứng khoán ngày 14/5
992;__label__FIN#positive;Xây dựng Hoà Bình (HBC): Rót 900 tỷ lập trung tâm đổi mới sáng tạo 2,5ha tại Khu công nghệ cao quận 9
993;__label__FIN#positive;Viglacera (VGC) chốt danh sách cổ đông trả cổ tức bằng tiền tỷ lệ 11%
994;__label__FIN#negative;Cổ phiếu thép “hạ nhiệt”, VN-Index đảo chiều giảm hơn 7 điểm
995;__label__FIN#neutral;Điều gì khiến cổ phiếu Bất động sản “dậy sóng”?
996;__label__FIN#neutral;IDC, GMD, PHC, PAN, ITA, AGG, HMH, GLT, TAR, TFC, DDV, DHC, SSG, TOP, PDB: Thông tin giao dịch lượng lớn cổ phiếu
997;__label__FIN#neutral;Lịch sự kiện và tin vắn chứng khoán ngày 13/5
998;__label__FIN#negative;Thép Nam Kim (NKG): Cổ phiếu lên cao nhất mọi thời kỳ, 1 Phó Tổng liền bán ra phần lớn cổ phần ngay đỉnh
999;__label__FIN#neutral;Sàn đầu tư tiền 'ảo' siêu lãi: Không có bữa trưa nào miễn phí
1000;__label__FIN#positive;Cao su Đà Nẵng (DRC) dự chi gần 119 tỷ đồng chi trả cổ tức còn lại năm 2020
1001;__label__FIN#neutral;Financial Times: Siêu chu kỳ hàng hóa đang đến?
1002;__label__FIN#neutral;FLC và 7 cổ phiếu khác vào rổ MSCI Frontier Markets Small Cap
1003;__label__FIN#neutral;Facebook Ngọc Trinh, Nam Thư, Kiều Minh Tuấn... dùng chung hashtag, nghi vấn PR trá hình cho sàn Forex trái phép, từng bị Công an cảnh báo đa cấp biến tướng
1004;__label__FIN#negative;Chứng khoán HSC điều chỉnh room ngoại về 49%
1005;__label__FIN#positive;Novaland triển khai phương án phát hành gần 386 triệu cổ phiếu thưởng cho cổ đông
1006;__label__FIN#positive;Bất động sản khu công nghiệp – lá bài chưa lật của tập đoàn Sơn Hà
1007;__label__FIN#positive;Chứng khoán Nhất Việt (VFS) chuẩn bị tăng vốn điều lệ lên 802,5 tỷ đồng, đáp ứng nguồn cho hoạt động margin và tự doanh
1008;__label__FIN#positive;Thép Tiến Lên (TLH): 4 tháng đã suýt soát kế hoạch lãi cả năm với 231 tỷ đồng, cổ phiếu tăng cao gấp 4 lần từ đầu năm
1009;__label__FIN#negative;TAR giảm mạnh, Tổng Giám đốc Nông nghiệp Công nghệ cao Trung An vẫn đăng ký bán hết hơn 9 triệu cổ phiếu
1010;__label__FIN#positive;Hoàng Anh Gia Lai (HAG) thanh toán trước hạn 930 tỷ đồng nợ tại HDBank
1011;__label__FIN#negative;Bất chấp thị trường tăng điểm, khối ngoại vẫn bán ròng gần 600 tỷ đồng trong phiên 12/5
1012;__label__FIN#positive;Một Công ty Mua bán nợ đăng ký bán 10 triệu cổ phần DAP Vinachem (DDV), chốt lãi sau nửa năm đầu tư
1013;__label__FIN#positive;Thị trường chứng khoán tăng mạnh đưa giá cổ phiếu lên cao: Nhiều doanh nghiệp GEX, LCG, TTF, ROS… tranh thủ phát hành huy động hàng ngàn tỷ đồng vốn trên sàn
1014;__label__FIN#positive;Hơn 8,6 tỷ cổ phiếu sắp chào bán trên thị trường chứng khoán
1015;__label__FIN#positive;VnIndex bứt phá tăng 13 điểm, nhà đầu tư vui mừng khi thị trường đảo chiều mạnh mẽ
1016;__label__FIN#neutral;Financial Times: Dogecoin - Canh bạc hời hay 'cú lừa'?
1017;__label__FIN#positive;Chỉ số quan trọng nhất của thị trường cận biên MSCI thêm mới SHB và THD vào danh mục trong kỳ review quý 2
1018;__label__FIN#neutral;"Sau một đêm PR lộ liễu cho tiền ""ảo"", bài viết của Ngọc Trinh, Nam Thư, Kiều Minh Tuấn... trên Facebook đồng loạt ""bốc hơi""?"
